Year,Month,Day,Hour,Minute,Second,HYY_META.NOx168
2013,01,03,09,00,00,1.101
2013,01,03,10,00,00,0.537
2013,01,03,11,00,00,0.449
2013,01,03,12,00,00,0.211
2013,01,03,13,00,00,0.297
2013,01,03,14,00,00,0.405
2013,01,03,15,00,00,0.41
2013,01,03,16,00,00,0.646
2013,01,03,17,00,00,1.77
2013,01,03,18,00,00,4.489
2013,01,03,19,00,00,2.775
2013,01,03,20,00,00,2.02
2013,01,03,21,00,00,1.617
2013,01,03,22,00,00,1.829
2013,01,03,23,00,00,1.31
2013,01,04,00,00,00,0.779
2013,01,04,01,00,00,0.757
2013,01,04,02,00,00,0.685
2013,01,04,03,00,00,0.696
2013,01,04,04,00,00,0.571
2013,01,04,05,00,00,0.922
2013,01,04,06,00,00,1.286
2013,01,04,07,00,00,1.26
2013,01,04,08,00,00,1.455
2013,01,04,09,00,00,1.847
2013,01,04,10,00,00,2.174
2013,01,04,11,00,00,3.003
2013,01,04,12,00,00,3.143
2013,01,04,13,00,00,2.411
2013,01,04,14,00,00,1.835
2013,01,04,15,00,00,1.647
2013,01,04,16,00,00,1.55
2013,01,04,17,00,00,1.305
2013,01,04,18,00,00,1.17
2013,01,04,19,00,00,0.786
2013,01,04,20,00,00,0.575
2013,01,04,21,00,00,0.39
2013,01,04,22,00,00,0.255
2013,01,04,23,00,00,0.156
2013,01,05,00,00,00,0.095
2013,01,05,01,00,00,0.138
2013,01,05,02,00,00,0.13
2013,01,05,03,00,00,0.091
2013,01,05,04,00,00,0.08
2013,01,05,05,00,00,0.055
2013,01,05,06,00,00,0.039
2013,01,05,07,00,00,0.166
2013,01,05,08,00,00,0.217
2013,01,05,09,00,00,0.329
2013,01,05,10,00,00,0.266
2013,01,05,11,00,00,0.282
2013,01,05,12,00,00,0.369
2013,01,05,13,00,00,0.3
2013,01,05,14,00,00,0.403
2013,01,05,15,00,00,0.569
2013,01,05,16,00,00,0.759
2013,01,05,17,00,00,0.805
2013,01,05,18,00,00,0.726
2013,01,05,19,00,00,0.602
2013,01,05,20,00,00,0.472
2013,01,05,21,00,00,0.395
2013,01,05,22,00,00,0.32
2013,01,05,23,00,00,0.271
2013,01,06,00,00,00,0.225
2013,01,06,01,00,00,0.172
2013,01,06,02,00,00,0.188
2013,01,06,03,00,00,0.181
2013,01,06,04,00,00,0.151
2013,01,06,05,00,00,0.117
2013,01,06,06,00,00,0.129
2013,01,06,07,00,00,0.101
2013,01,06,08,00,00,0.107
2013,01,06,09,00,00,0.128
2013,01,06,10,00,00,0.501
2013,01,06,11,00,00,0.44
2013,01,06,12,00,00,0.385
2013,01,06,13,00,00,0.293
2013,01,06,14,00,00,0.315
2013,01,06,15,00,00,0.451
2013,01,06,16,00,00,0.495
2013,01,06,17,00,00,1.126
2013,01,06,18,00,00,1.514
2013,01,06,19,00,00,0.435
2013,01,06,20,00,00,0.695
2013,01,06,21,00,00,1.121
2013,01,06,22,00,00,1.466
2013,01,06,23,00,00,1.474
2013,01,07,00,00,00,1.283
2013,01,07,01,00,00,0.879
2013,01,07,02,00,00,1.107
2013,01,07,03,00,00,1.242
2013,01,07,04,00,00,0.804
2013,01,07,05,00,00,0.651
2013,01,07,06,00,00,0.958
2013,01,07,07,00,00,1.209
2013,01,07,08,00,00,1.215
2013,01,07,09,00,00,2.124
2013,01,07,10,00,00,2.715
2013,01,07,11,00,00,2.791
2013,01,07,12,00,00,2.487
2013,01,07,13,00,00,2.998
2013,01,07,14,00,00,3.388
2013,01,07,15,00,00,3.714
2013,01,07,16,00,00,3.564
2013,01,07,17,00,00,3.495
2013,01,07,18,00,00,4.012
2013,01,07,19,00,00,3.419
2013,01,07,20,00,00,3.055
2013,01,07,21,00,00,2.754
2013,01,07,22,00,00,2.54
2013,01,07,23,00,00,2.249
2013,01,08,00,00,00,1.837
2013,01,08,01,00,00,1.649
2013,01,08,02,00,00,1.245
2013,01,08,03,00,00,0.818
2013,01,08,04,00,00,0.784
2013,01,08,05,00,00,1.046
2013,01,08,06,00,00,1.623
2013,01,08,07,00,00,1.4
2013,01,08,08,00,00,1.301
2013,01,08,09,00,00,1.629
2013,01,08,10,00,00,1.638
2013,01,08,11,00,00,2.001
2013,01,08,12,00,00,2.071
2013,01,08,13,00,00,1.704
2013,01,08,14,00,00,2.05
2013,01,08,15,00,00,2.219
2013,01,08,16,00,00,1.546
2013,01,08,17,00,00,1.35
2013,01,08,18,00,00,1.364
2013,01,08,19,00,00,1.37
2013,01,08,20,00,00,1.46
2013,01,08,21,00,00,1.851
2013,01,08,22,00,00,2.067
2013,01,08,23,00,00,2.683
2013,01,09,00,00,00,2.507
2013,01,09,01,00,00,1.899
2013,01,09,02,00,00,1.498
2013,01,09,03,00,00,1.408
2013,01,09,04,00,00,1.705
2013,01,09,05,00,00,0.917
2013,01,09,06,00,00,0.727
2013,01,09,07,00,00,1.00111
2013,01,09,08,00,00,0.97
2013,01,09,09,00,00,2.136
2013,01,09,10,00,00,0.959
2013,01,09,11,00,00,0.488
2013,01,09,12,00,00,0.479
2013,01,09,13,00,00,0.383
2013,01,09,14,00,00,0.481
2013,01,09,15,00,00,0.614
2013,01,09,16,00,00,0.668
2013,01,09,17,00,00,0.61
2013,01,09,18,00,00,0.518
2013,01,09,19,00,00,0.492
2013,01,09,20,00,00,0.458
2013,01,09,21,00,00,0.646
2013,01,09,22,00,00,0.659
2013,01,09,23,00,00,0.633
2013,01,10,00,00,00,0.549
2013,01,10,01,00,00,0.487
2013,01,10,02,00,00,0.406
2013,01,10,03,00,00,0.395
2013,01,10,04,00,00,0.402
2013,01,10,05,00,00,0.445
2013,01,10,06,00,00,0.33
2013,01,10,07,00,00,0.374
2013,01,10,08,00,00,0.668
2013,01,10,09,00,00,0.872
2013,01,10,10,00,00,1.157
2013,01,10,11,00,00,1.416
2013,01,10,12,00,00,1.548
2013,01,10,13,00,00,1.628
2013,01,10,14,00,00,1.635
2013,01,10,15,00,00,1.632
2013,01,10,16,00,00,1.674
2013,01,10,17,00,00,1.314
2013,01,10,18,00,00,1.001
2013,01,10,19,00,00,0.702
2013,01,10,20,00,00,0.591
2013,01,10,21,00,00,0.552
2013,01,10,22,00,00,0.618
2013,01,10,23,00,00,0.332
2013,01,11,00,00,00,0.235
2013,01,11,01,00,00,0.157
2013,01,11,02,00,00,0.168
2013,01,11,03,00,00,0.132
2013,01,11,04,00,00,0.105
2013,01,11,05,00,00,0.155
2013,01,11,06,00,00,0.191
2013,01,11,07,00,00,0.114
2013,01,11,08,00,00,0.204
2013,01,11,09,00,00,0.289
2013,01,11,10,00,00,0.503
2013,01,11,11,00,00,0.683
2013,01,11,12,00,00,0.651
2013,01,11,13,00,00,0.674
2013,01,11,14,00,00,0.487
2013,01,11,15,00,00,0.416
2013,01,11,16,00,00,0.43
2013,01,11,17,00,00,0.265
2013,01,11,18,00,00,0.407
2013,01,11,19,00,00,0.648
2013,01,11,20,00,00,0.729
2013,01,11,21,00,00,0.485
2013,01,11,22,00,00,0.399
2013,01,11,23,00,00,0.33
2013,01,12,00,00,00,0.233
2013,01,12,01,00,00,0.254
2013,01,12,02,00,00,0.251
2013,01,12,03,00,00,0.234
2013,01,12,04,00,00,0.172
2013,01,12,05,00,00,0.156
2013,01,12,06,00,00,0.176
2013,01,12,07,00,00,0.158
2013,01,12,08,00,00,0.263
2013,01,12,09,00,00,0.383
2013,01,12,10,00,00,0.341
2013,01,12,11,00,00,0.443
2013,01,12,12,00,00,0.402
2013,01,12,13,00,00,0.454
2013,01,12,14,00,00,0.424
2013,01,12,15,00,00,0.481
2013,01,12,16,00,00,0.592
2013,01,12,17,00,00,0.723
2013,01,12,18,00,00,0.619
2013,01,12,19,00,00,0.553
2013,01,12,20,00,00,0.405
2013,01,12,21,00,00,0.458
2013,01,12,22,00,00,0.511
2013,01,12,23,00,00,0.458
2013,01,13,00,00,00,0.43
2013,01,13,01,00,00,0.351
2013,01,13,02,00,00,0.293
2013,01,13,03,00,00,0.22
2013,01,13,04,00,00,0.11
2013,01,13,05,00,00,0.111
2013,01,13,06,00,00,0.154
2013,01,13,07,00,00,0.195
2013,01,13,08,00,00,0.158
2013,01,13,09,00,00,0.133
2013,01,13,10,00,00,0.201
2013,01,13,11,00,00,0.268
2013,01,13,12,00,00,0.346
2013,01,13,13,00,00,0.412
2013,01,13,14,00,00,0.485
2013,01,13,15,00,00,0.495
2013,01,13,16,00,00,0.413
2013,01,13,17,00,00,0.395
2013,01,13,18,00,00,0.636
2013,01,13,19,00,00,0.631
2013,01,13,20,00,00,0.563
2013,01,13,21,00,00,0.405
2013,01,13,22,00,00,0.375
2013,01,13,23,00,00,0.336
2013,01,14,00,00,00,0.575
2013,01,14,01,00,00,0.585
2013,01,14,02,00,00,0.645
2013,01,14,03,00,00,0.479
2013,01,14,04,00,00,0.423
2013,01,14,05,00,00,0.477
2013,01,14,06,00,00,0.576
2013,01,14,07,00,00,0.699
2013,01,14,08,00,00,0.683
2013,01,14,09,00,00,0.733
2013,01,14,10,00,00,0.881
2013,01,14,11,00,00,0.831
2013,01,14,12,00,00,0.927
2013,01,14,13,00,00,1.039
2013,01,14,14,00,00,1.171
2013,01,14,15,00,00,1.047
2013,01,14,16,00,00,0.981
2013,01,14,17,00,00,1.07
2013,01,14,18,00,00,1.06
2013,01,14,19,00,00,0.88
2013,01,14,20,00,00,0.737
2013,01,14,21,00,00,0.573
2013,01,14,22,00,00,0.526
2013,01,14,23,00,00,0.545
2013,01,15,00,00,00,0.351
2013,01,15,01,00,00,0.39
2013,01,15,02,00,00,0.487
2013,01,15,03,00,00,0.308
2013,01,15,04,00,00,0.396
2013,01,15,05,00,00,0.33
2013,01,15,06,00,00,0.224
2013,01,15,07,00,00,0.212
2013,01,15,08,00,00,0.234
2013,01,15,09,00,00,1.227
2013,01,15,10,00,00,0.829
2013,01,15,11,00,00,0.696
2013,01,15,12,00,00,1.456
2013,01,15,13,00,00,1.468
2013,01,15,14,00,00,0.845
2013,01,15,15,00,00,0.707
2013,01,15,16,00,00,0.747
2013,01,15,17,00,00,0.73
2013,01,15,18,00,00,0.567
2013,01,15,19,00,00,0.593
2013,01,15,20,00,00,0.459
2013,01,15,21,00,00,0.376
2013,01,15,22,00,00,0.443
2013,01,15,23,00,00,0.52
2013,01,16,00,00,00,0.658
2013,01,16,01,00,00,0.541
2013,01,16,02,00,00,0.566
2013,01,16,03,00,00,0.652
2013,01,16,04,00,00,0.829
2013,01,16,05,00,00,0.711
2013,01,16,06,00,00,0.746
2013,01,16,07,00,00,0.756
2013,01,16,08,00,00,0.918
2013,01,16,09,00,00,0.879
2013,01,16,10,00,00,1.044
2013,01,16,11,00,00,0.938
2013,01,16,12,00,00,0.888
2013,01,16,13,00,00,0.904
2013,01,16,14,00,00,1.201
2013,01,16,15,00,00,1.343
2013,01,16,16,00,00,1.294
2013,01,16,17,00,00,1.259
2013,01,16,18,00,00,1.568
2013,01,16,19,00,00,1.347
2013,01,16,20,00,00,1.32
2013,01,16,21,00,00,1.292
2013,01,16,22,00,00,1.333
2013,01,16,23,00,00,1.558
2013,01,17,00,00,00,1.879
2013,01,17,01,00,00,2.181
2013,01,17,02,00,00,2.149
2013,01,17,03,00,00,2.215
2013,01,17,04,00,00,2.127
2013,01,17,05,00,00,1.887
2013,01,17,06,00,00,1.44
2013,01,17,07,00,00,1.391
2013,01,17,08,00,00,1.579
2013,01,17,09,00,00,1.654
2013,01,17,10,00,00,1.833
2013,01,17,11,00,00,2.174
2013,01,17,12,00,00,2.521
2013,01,17,13,00,00,3.027
2013,01,17,14,00,00,3.341
2013,01,17,15,00,00,3.166
2013,01,17,16,00,00,3.777
2013,01,17,17,00,00,4.428
2013,01,17,18,00,00,4.83
2013,01,17,19,00,00,4.014
2013,01,17,20,00,00,3.467
2013,01,17,21,00,00,4.17
2013,01,17,22,00,00,4.397
2013,01,17,23,00,00,4.577
2013,01,18,00,00,00,4.05
2013,01,18,01,00,00,4.015
2013,01,18,02,00,00,3.087
2013,01,18,03,00,00,2.062
2013,01,18,04,00,00,1.417
2013,01,18,05,00,00,1.331
2013,01,18,06,00,00,0.709
2013,01,18,07,00,00,0.383
2013,01,18,08,00,00,0.945
2013,01,18,09,00,00,0.575
2013,01,18,10,00,00,0.545
2013,01,18,11,00,00,0.887
2013,01,18,12,00,00,0.577
2013,01,18,13,00,00,0.664
2013,01,18,14,00,00,0.927
2013,01,18,15,00,00,1.773
2013,01,18,16,00,00,2.257
2013,01,18,17,00,00,2.276
2013,01,18,18,00,00,1.094
2013,01,18,19,00,00,1.448
2013,01,18,20,00,00,3.561
2013,01,18,21,00,00,10.062
2013,01,18,22,00,00,6.843
2013,01,18,23,00,00,6.337
2013,01,19,00,00,00,8.466
2013,01,19,01,00,00,7.403
2013,01,19,02,00,00,5.973
2013,01,19,03,00,00,5.708
2013,01,19,04,00,00,4.59
2013,01,19,05,00,00,2.904
2013,01,19,06,00,00,2.812
2013,01,19,07,00,00,2.551
2013,01,19,08,00,00,2.376
2013,01,19,09,00,00,2.482
2013,01,19,10,00,00,2.11
2013,01,19,11,00,00,2.154
2013,01,19,12,00,00,2.222
2013,01,19,13,00,00,2.086
2013,01,19,14,00,00,1.785
2013,01,19,15,00,00,1.884
2013,01,19,16,00,00,1.869
2013,01,19,17,00,00,1.793
2013,01,19,18,00,00,1.625
2013,01,19,19,00,00,1.566
2013,01,19,20,00,00,1.449
2013,01,19,21,00,00,1.307
2013,01,19,22,00,00,1.011
2013,01,19,23,00,00,0.752
2013,01,20,00,00,00,0.544
2013,01,20,01,00,00,0.459
2013,01,20,02,00,00,0.415
2013,01,20,03,00,00,0.414
2013,01,20,04,00,00,0.405
2013,01,20,05,00,00,0.429
2013,01,20,06,00,00,0.47
2013,01,20,07,00,00,0.494
2013,01,20,08,00,00,0.49667
2013,01,20,09,00,00,0.367
2013,01,20,10,00,00,0.332
2013,01,20,11,00,00,0.334
2013,01,20,12,00,00,0.33
2013,01,20,13,00,00,0.339
2013,01,20,14,00,00,0.27
2013,01,20,15,00,00,0.31
2013,01,20,16,00,00,0.295
2013,01,20,17,00,00,0.312
2013,01,20,18,00,00,0.278
2013,01,20,19,00,00,0.236
2013,01,20,20,00,00,0.238
2013,01,20,21,00,00,0.206
2013,01,20,22,00,00,0.189
2013,01,20,23,00,00,0.182
2013,01,21,00,00,00,0.125
2013,01,21,01,00,00,0.192
2013,01,21,02,00,00,0.183
2013,01,21,03,00,00,0.173
2013,01,21,04,00,00,0.159
2013,01,21,05,00,00,0.211
2013,01,21,06,00,00,0.185
2013,01,21,07,00,00,0.224
2013,01,21,08,00,00,0.251
2013,01,21,09,00,00,0.286
2013,01,21,10,00,00,0.4
2013,01,21,11,00,00,0.728
2013,01,21,12,00,00,0.863
2013,01,21,13,00,00,1.044
2013,01,21,14,00,00,1.633
2013,01,21,15,00,00,1.027
2013,01,21,16,00,00,0.741
2013,01,21,17,00,00,0.637
2013,01,21,18,00,00,0.714
2013,01,21,19,00,00,0.757
2013,01,21,20,00,00,0.789
2013,01,21,21,00,00,0.591
2013,01,21,22,00,00,1.046
2013,01,21,23,00,00,0.548
2013,01,22,00,00,00,0.548
2013,01,22,01,00,00,0.583
2013,01,22,02,00,00,0.544
2013,01,22,03,00,00,0.606
2013,01,22,04,00,00,0.619
2013,01,22,05,00,00,0.54
2013,01,22,06,00,00,0.56
2013,01,22,07,00,00,0.798
2013,01,22,08,00,00,0.759
2013,01,22,09,00,00,0.705
2013,01,22,10,00,00,0.943
2013,01,22,11,00,00,0.854
2013,01,22,12,00,00,0.925
2013,01,22,13,00,00,1.094
2013,01,22,14,00,00,1.421
2013,01,22,15,00,00,1.247
2013,01,22,16,00,00,1.189
2013,01,22,17,00,00,1.124
2013,01,22,18,00,00,1.105
2013,01,22,19,00,00,1.14
2013,01,22,20,00,00,1.115
2013,01,22,21,00,00,1.069
2013,01,22,22,00,00,0.938
2013,01,22,23,00,00,0.876
2013,01,23,00,00,00,0.832
2013,01,23,01,00,00,0.78
2013,01,23,02,00,00,0.799
2013,01,23,03,00,00,0.81
2013,01,23,04,00,00,0.781
2013,01,23,05,00,00,0.817
2013,01,23,06,00,00,0.639
2013,01,23,07,00,00,0.533
2013,01,23,08,00,00,0.649
2013,01,23,09,00,00,0.976
2013,01,23,10,00,00,1.119
2013,01,23,11,00,00,1.003
2013,01,23,12,00,00,1.152
2013,01,23,13,00,00,1.284
2013,01,23,14,00,00,1.249
2013,01,23,15,00,00,1.353
2013,01,23,16,00,00,1.67
2013,01,23,17,00,00,1.625
2013,01,23,18,00,00,1.31222
2013,01,23,19,00,00,0.982
2013,01,23,20,00,00,0.877
2013,01,23,21,00,00,0.689
2013,01,23,22,00,00,0.73
2013,01,23,23,00,00,0.855
2013,01,24,00,00,00,0.813
2013,01,24,01,00,00,0.94
2013,01,24,02,00,00,0.972
2013,01,24,03,00,00,0.903
2013,01,24,04,00,00,0.937
2013,01,24,05,00,00,0.82
2013,01,24,06,00,00,0.811
2013,01,24,07,00,00,0.748
2013,01,24,08,00,00,0.905
2013,01,24,09,00,00,1.018
2013,01,24,10,00,00,1.016
2013,01,24,11,00,00,1.185
2013,01,24,12,00,00,1.627
2013,01,24,13,00,00,1.663
2013,01,24,14,00,00,1.309
2013,01,24,15,00,00,1.037
2013,01,24,16,00,00,0.73
2013,01,24,17,00,00,0.561
2013,01,24,18,00,00,0.594
2013,01,24,19,00,00,0.46
2013,01,24,20,00,00,0.635
2013,01,24,21,00,00,0.686
2013,01,24,22,00,00,0.551
2013,01,24,23,00,00,0.383
2013,01,25,00,00,00,0.424
2013,01,25,01,00,00,0.488
2013,01,25,02,00,00,0.533
2013,01,25,03,00,00,0.695
2013,01,25,04,00,00,0.985
2013,01,25,05,00,00,0.684
2013,01,25,06,00,00,0.762
2013,01,25,07,00,00,0.695
2013,01,25,08,00,00,0.857
2013,01,25,09,00,00,1.494
2013,01,25,10,00,00,2.151
2013,01,25,11,00,00,2.082
2013,01,25,12,00,00,1.671
2013,01,25,13,00,00,1.788
2013,01,25,14,00,00,2.01
2013,01,25,15,00,00,1.902
2013,01,25,16,00,00,1.707
2013,01,25,17,00,00,1.432
2013,01,25,18,00,00,1.309
2013,01,25,19,00,00,1.193
2013,01,25,20,00,00,1.256
2013,01,25,21,00,00,1.23
2013,01,25,22,00,00,1.182
2013,01,25,23,00,00,1.315
2013,01,26,00,00,00,1.257
2013,01,26,01,00,00,1.163
2013,01,26,02,00,00,1.374
2013,01,26,03,00,00,1.544
2013,01,26,04,00,00,1.569
2013,01,26,05,00,00,1.216
2013,01,26,06,00,00,1.145
2013,01,26,07,00,00,1.148
2013,01,26,08,00,00,1.258
2013,01,26,09,00,00,1.49
2013,01,26,10,00,00,2.11
2013,01,26,11,00,00,2.208
2013,01,26,12,00,00,1.908
2013,01,26,13,00,00,1.816
2013,01,26,14,00,00,2.222
2013,01,26,15,00,00,2.391
2013,01,26,16,00,00,2.521
2013,01,26,17,00,00,2.374
2013,01,26,18,00,00,2.598
2013,01,26,19,00,00,1.871
2013,01,26,20,00,00,1.326
2013,01,26,21,00,00,1.138
2013,01,26,22,00,00,1.037
2013,01,26,23,00,00,0.798
2013,01,27,00,00,00,0.641
2013,01,27,01,00,00,0.631
2013,01,27,02,00,00,0.628
2013,01,27,03,00,00,0.582
2013,01,27,04,00,00,1.056
2013,01,27,05,00,00,0.725
2013,01,27,06,00,00,0.699
2013,01,27,07,00,00,0.677
2013,01,27,08,00,00,0.935
2013,01,27,09,00,00,1.295
2013,01,27,10,00,00,1.233
2013,01,27,11,00,00,1.232
2013,01,27,12,00,00,1.366
2013,01,27,13,00,00,1.277
2013,01,27,14,00,00,1.237
2013,01,27,15,00,00,1.269
2013,01,27,16,00,00,1.235
2013,01,27,17,00,00,1.305
2013,01,27,18,00,00,1.168
2013,01,27,19,00,00,1.122
2013,01,27,20,00,00,1.036
2013,01,27,21,00,00,1.074
2013,01,27,22,00,00,0.974
2013,01,27,23,00,00,0.973
2013,01,28,00,00,00,1.067
2013,01,28,01,00,00,1.271
2013,01,28,02,00,00,1.448
2013,01,28,03,00,00,1.184
2013,01,28,04,00,00,1
2013,01,28,05,00,00,0.909
2013,01,28,06,00,00,1.037
2013,01,28,07,00,00,1.281
2013,01,28,08,00,00,1.124
2013,01,28,09,00,00,1.41
2013,01,28,10,00,00,1.723
2013,01,28,11,00,00,2.308
2013,01,28,12,00,00,2.124
2013,01,28,13,00,00,2.36
2013,01,28,14,00,00,2.467
2013,01,28,15,00,00,2.467
2013,01,28,16,00,00,2.64
2013,01,28,17,00,00,2.565
2013,01,28,18,00,00,NaN
2013,01,28,19,00,00,NaN
2013,01,28,20,00,00,NaN
2013,01,28,21,00,00,NaN
2013,01,28,22,00,00,NaN
2013,01,28,23,00,00,NaN
2013,01,29,00,00,00,NaN
2013,01,29,01,00,00,NaN
2013,01,29,02,00,00,NaN
2013,01,29,03,00,00,NaN
2013,01,29,04,00,00,NaN
2013,01,29,05,00,00,NaN
2013,01,29,06,00,00,NaN
2013,01,29,07,00,00,NaN
2013,01,29,08,00,00,NaN
2013,01,29,09,00,00,NaN
2013,01,29,10,00,00,NaN
2013,01,29,11,00,00,NaN
2013,01,29,12,00,00,NaN
2013,01,29,13,00,00,NaN
2013,01,29,14,00,00,NaN
2013,01,29,15,00,00,NaN
2013,01,29,16,00,00,NaN
2013,01,29,17,00,00,NaN
2013,01,29,18,00,00,NaN
2013,01,29,19,00,00,NaN
2013,01,29,20,00,00,NaN
2013,01,29,21,00,00,NaN
2013,01,29,22,00,00,NaN
2013,01,29,23,00,00,NaN
2013,01,30,00,00,00,NaN
2013,01,30,01,00,00,NaN
2013,01,30,02,00,00,NaN
2013,01,30,03,00,00,NaN
2013,01,30,04,00,00,NaN
2013,01,30,05,00,00,NaN
2013,01,30,06,00,00,NaN
2013,01,30,07,00,00,NaN
2013,01,30,08,00,00,NaN
2013,01,30,09,00,00,NaN
2013,01,30,10,00,00,NaN
2013,01,30,11,00,00,NaN
2013,01,30,12,00,00,3.435
2013,01,30,13,00,00,3.492
2013,01,30,14,00,00,3.237
2013,01,30,15,00,00,3.41
2013,01,30,16,00,00,3.789
2013,01,30,17,00,00,3.915
2013,01,30,18,00,00,4.251
2013,01,30,19,00,00,3.707
2013,01,30,20,00,00,2.767
2013,01,30,21,00,00,2.471
2013,01,30,22,00,00,2.405
2013,01,30,23,00,00,2.27
2013,01,31,00,00,00,2.049
2013,01,31,01,00,00,1.8
2013,01,31,02,00,00,1.472
2013,01,31,03,00,00,1.328
2013,01,31,04,00,00,1.37
2013,01,31,05,00,00,0.955
2013,01,31,06,00,00,0.861
2013,01,31,07,00,00,1.022
2013,01,31,08,00,00,1.085
2013,01,31,09,00,00,1.207
2013,01,31,10,00,00,1.316
2013,01,31,11,00,00,1.418
2013,01,31,12,00,00,1.658
2013,01,31,13,00,00,1.782
2013,01,31,14,00,00,1.777
2013,01,31,15,00,00,2.333
2013,01,31,16,00,00,2.571
2013,01,31,17,00,00,2.601
2013,01,31,18,00,00,2.176
2013,01,31,19,00,00,1.716
2013,01,31,20,00,00,1.534
2013,01,31,21,00,00,1.487
2013,01,31,22,00,00,1.869
2013,01,31,23,00,00,1.225
2013,02,01,00,00,00,0.872
2013,02,01,01,00,00,0.664
2013,02,01,02,00,00,0.466
2013,02,01,03,00,00,0.369
2013,02,01,04,00,00,0.4
2013,02,01,05,00,00,0.28
2013,02,01,06,00,00,0.241
2013,02,01,07,00,00,0.308
2013,02,01,08,00,00,0.338
2013,02,01,09,00,00,0.522
2013,02,01,10,00,00,0.56
2013,02,01,11,00,00,0.543
2013,02,01,12,00,00,0.342
2013,02,01,13,00,00,0.679
2013,02,01,14,00,00,0.617
2013,02,01,15,00,00,1.056
2013,02,01,16,00,00,1.624
2013,02,01,17,00,00,1.21
2013,02,01,18,00,00,1.036
2013,02,01,19,00,00,1.024
2013,02,01,20,00,00,0.704
2013,02,01,21,00,00,0.399
2013,02,01,22,00,00,0.237
2013,02,01,23,00,00,0.23
2013,02,02,00,00,00,0.398
2013,02,02,01,00,00,0.669
2013,02,02,02,00,00,0.904
2013,02,02,03,00,00,0.456
2013,02,02,04,00,00,0.483
2013,02,02,05,00,00,0.736
2013,02,02,06,00,00,1.43
2013,02,02,07,00,00,1.226
2013,02,02,08,00,00,0.917
2013,02,02,09,00,00,0.853
2013,02,02,10,00,00,0.895
2013,02,02,11,00,00,1.07
2013,02,02,12,00,00,1.096
2013,02,02,13,00,00,1.314
2013,02,02,14,00,00,1.11
2013,02,02,15,00,00,1.182
2013,02,02,16,00,00,1.201
2013,02,02,17,00,00,1.055
2013,02,02,18,00,00,0.909
2013,02,02,19,00,00,0.765
2013,02,02,20,00,00,0.709
2013,02,02,21,00,00,0.671
2013,02,02,22,00,00,0.605
2013,02,02,23,00,00,0.641
2013,02,03,00,00,00,0.501
2013,02,03,01,00,00,0.444
2013,02,03,02,00,00,0.434
2013,02,03,03,00,00,0.636
2013,02,03,04,00,00,0.859
2013,02,03,05,00,00,0.316
2013,02,03,06,00,00,0.117
2013,02,03,07,00,00,0.116
2013,02,03,08,00,00,0.086
2013,02,03,09,00,00,0.046
2013,02,03,10,00,00,0.305
2013,02,03,11,00,00,0.239
2013,02,03,12,00,00,0.24
2013,02,03,13,00,00,0.299
2013,02,03,14,00,00,0.18
2013,02,03,15,00,00,0.195
2013,02,03,16,00,00,0.285
2013,02,03,17,00,00,0.757
2013,02,03,18,00,00,1.074
2013,02,03,19,00,00,0.549
2013,02,03,20,00,00,0.948
2013,02,03,21,00,00,1.508
2013,02,03,22,00,00,1.546
2013,02,03,23,00,00,1.305
2013,02,04,00,00,00,1.295
2013,02,04,01,00,00,1.357
2013,02,04,02,00,00,1.303
